customer_id,customer_name,customer_tier,region,channel_preference,payment_terms,account_manager
CUST01579,Hall Trading,SMB,Western Cape,Retail,Net 15,N. Dlamini
CUST01580,Mayo and Sons,Enterprise,Limpopo,Wholesale,COD,S. Naidoo
CUST01581,Barton Trading,SMB,Western Cape,Wholesale,Net 45,A. Petersen
CUST01582,Smith Trading,SMB,KwaZulu-Natal,Distributor,Net 15,L. van Wyk
CUST01583,Jones Trading,SMB,Gauteng,Wholesale,Net 15,L. van Wyk
CUST01584,Delgado-Simmons,Key Account,Eastern Cape,Retail,Net 45,A. Petersen
CUST01585,Ortiz Trading,SMB,KwaZulu-Natal,Distributor,COD,T. Mokoena
CUST01586,Garcia Trading,SMB,Limpopo,Distributor,Net 45,L. van Wyk
CUST01587,Williams Trading,Mid-Market,Free State,Ecommerce,COD,L. van Wyk
CUST01588,Floyd Trading,SMB,Free State,Distributor,Net 15,N. Dlamini
CUST01589,Galloway Trading,SMB,Eastern Cape,Ecommerce,Net 60,N. Dlamini
CUST01590,Gilmore Trading,SMB,Limpopo,Distributor,Net 45,N. Dlamini
CUST01591,Hughes Trading,SMB,Limpopo,Ecommerce,Net 45,L. van Wyk
CUST01592,Robinson Trading,SMB,KwaZulu-Natal,Wholesale,Net 45,T. Mokoena
CUST01593,Simpson Trading,SMB,Free State,Wholesale,Net 60,T. Mokoena
CUST01594,"Ward, Robinson and Schaefer",Enterprise,Limpopo,Distributor,Net 15,T. Mokoena
CUST01595,Edwards Trading,Mid-Market,Eastern Cape,Distributor,Net 30,L. van Wyk
CUST01596,White Trading,Mid-Market,Western Cape,Wholesale,Net 30,N. Dlamini
CUST01597,Sawyer Trading,Mid-Market,Western Cape,Wholesale,Net 15,S. Naidoo
CUST01598,Nelson Trading,Mid-Market,Gauteng,Distributor,Net 45,T. Mokoena
CUST01599,Butler Trading,SMB,Free State,Retail,COD,T. Mokoena
CUST01600,Torres Group,Enterprise,KwaZulu-Natal,Wholesale,Net 15,A. Petersen
CUST01601,Hill Trading,SMB,Gauteng,Ecommerce,Net 45,N. Dlamini
CUST01602,Hart Trading,Mid-Market,Gauteng,Wholesale,Net 45,T. Mokoena
CUST01603,Torres-Simmons,Key Account,KwaZulu-Natal,Retail,Net 60,T. Mokoena
CUST01604,"Collins, Schmitt and Stewart",Enterprise,Limpopo,Retail,COD,L. van Wyk
CUST01605,Norris Trading,Mid-Market,Gauteng,Retail,Net 60,A. Petersen
CUST01606,Davis Trading,Mid-Market,Gauteng,Retail,Net 60,N. Dlamini
CUST01607,Wood Trading,SMB,Gauteng,Wholesale,Net 30,S. Naidoo
CUST01608,Bryant Trading,Mid-Market,Limpopo,Distributor,Net 60,L. van Wyk
CUST01609,Bradley Trading,Mid-Market,Gauteng,Wholesale,Net 30,T. Mokoena
CUST01610,Yates-Carter,Enterprise,Gauteng,Wholesale,Net 45,L. van Wyk
CUST01611,White Trading,Mid-Market,Gauteng,Wholesale,Net 45,T. Mokoena
CUST01612,Howell Trading,SMB,Western Cape,Retail,Net 30,T. Mokoena
CUST01613,Ramirez Trading,Mid-Market,Eastern Cape,Ecommerce,Net 15,S. Naidoo
CUST01614,Swanson Trading,Mid-Market,Free State,Distributor,Net 15,S. Naidoo
CUST01615,Martin-Barnes,Enterprise,Eastern Cape,Distributor,Net 45,A. Petersen
CUST01616,Dunn Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,S. Naidoo
CUST01617,Jacobs Trading,Mid-Market,Limpopo,Retail,COD,T. Mokoena
CUST01618,Miller Trading,SMB,Western Cape,Distributor,COD,L. van Wyk
CUST01619,Harris Trading,Mid-Market,Limpopo,Wholesale,Net 60,N. Dlamini
CUST01620,Marshall-Evans,Key Account,Limpopo,Ecommerce,Net 45,L. van Wyk
CUST01621,Burton Ltd,Enterprise,Limpopo,Ecommerce,Net 30,T. Mokoena
CUST01622,Riley Trading,SMB,KwaZulu-Natal,Wholesale,Net 45,L. van Wyk
CUST01623,Williams Trading,Mid-Market,Free State,Distributor,Net 30,L. van Wyk
CUST01624,Barrett Trading,Mid-Market,KwaZulu-Natal,Retail,COD,A. Petersen
CUST01625,Marshall Trading,SMB,Limpopo,Wholesale,Net 60,A. Petersen
CUST01626,Mitchell Trading,SMB,Gauteng,Ecommerce,Net 60,T. Mokoena
CUST01627,Nelson Trading,Mid-Market,Western Cape,Retail,COD,A. Petersen
CUST01628,King Trading,Mid-Market,Western Cape,Ecommerce,Net 45,A. Petersen
CUST01629,Clark Trading,SMB,Gauteng,Ecommerce,Net 30,A. Petersen
CUST01630,Gilmore Trading,SMB,Gauteng,Retail,Net 45,T. Mokoena
CUST01631,Crosby Trading,Mid-Market,Gauteng,Distributor,Net 30,S. Naidoo
CUST01632,Schultz LLC,Enterprise,Free State,Wholesale,Net 30,T. Mokoena
CUST01633,Collins Trading,SMB,Limpopo,Wholesale,Net 45,A. Petersen
CUST01634,Li Trading,Mid-Market,Gauteng,Ecommerce,Net 60,A. Petersen
CUST01635,Barrett Trading,SMB,KwaZulu-Natal,Distributor,COD,S. Naidoo
CUST01636,Rosario Trading,Mid-Market,Eastern Cape,Retail,COD,N. Dlamini
CUST01637,Anderson Trading,SMB,Western Cape,Distributor,Net 15,L. van Wyk
CUST01638,Marsh Trading,SMB,Limpopo,Distributor,Net 60,A. Petersen
CUST01639,Richardson Trading,SMB,Eastern Cape,Ecommerce,Net 60,L. van Wyk
CUST01640,Mccall Trading,Mid-Market,Eastern Cape,Distributor,Net 45,S. Naidoo
CUST01641,Ray Trading,SMB,Western Cape,Distributor,Net 45,S. Naidoo
CUST01642,Henderson and Sons,Key Account,Free State,Retail,Net 15,L. van Wyk
CUST01643,Guzman Trading,SMB,Limpopo,Wholesale,Net 60,T. Mokoena
CUST01644,Castillo-Thomas,Enterprise,Gauteng,Distributor,COD,N. Dlamini
CUST01645,Jimenez Trading,SMB,KwaZulu-Natal,Retail,Net 60,S. Naidoo
CUST01646,Gonzalez Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,T. Mokoena
CUST01647,Vaughn Trading,SMB,Western Cape,Wholesale,Net 60,L. van Wyk
CUST01648,Santana Trading,SMB,KwaZulu-Natal,Ecommerce,Net 15,S. Naidoo
CUST01649,Collins Ltd,Enterprise,Eastern Cape,Retail,COD,A. Petersen
CUST01650,Horton Trading,SMB,Gauteng,Distributor,Net 45,A. Petersen
CUST01651,Campbell Trading,SMB,Eastern Cape,Ecommerce,Net 45,L. van Wyk
CUST01652,Ruiz-Woodard,Enterprise,Free State,Wholesale,Net 15,A. Petersen
CUST01653,Mason Trading,Mid-Market,Eastern Cape,Distributor,Net 15,T. Mokoena
CUST01654,Parks Trading,SMB,Free State,Distributor,Net 45,S. Naidoo
CUST01655,Simpson-Powers,Enterprise,KwaZulu-Natal,Retail,Net 45,T. Mokoena
CUST01656,Ross Trading,Mid-Market,Western Cape,Retail,Net 60,T. Mokoena
CUST01657,Williams Trading,Mid-Market,Gauteng,Retail,Net 15,A. Petersen
CUST01658,Evans Trading,SMB,Gauteng,Wholesale,Net 45,A. Petersen
CUST01659,"Gonzalez, Ball and Martinez",Enterprise,Gauteng,Wholesale,COD,T. Mokoena
CUST01660,Jones Trading,Mid-Market,Western Cape,Distributor,COD,A. Petersen
CUST01661,Wilson Trading,Mid-Market,Eastern Cape,Retail,Net 45,N. Dlamini
CUST01662,Bush Trading,SMB,Western Cape,Distributor,COD,A. Petersen
CUST01663,Carroll Trading,SMB,KwaZulu-Natal,Retail,COD,N. Dlamini
CUST01664,Boyd Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,T. Mokoena
CUST01665,Hinton Trading,Mid-Market,Western Cape,Ecommerce,Net 45,S. Naidoo
CUST01666,Mullins Trading,SMB,KwaZulu-Natal,Wholesale,COD,N. Dlamini
CUST01667,Davila Trading,SMB,Gauteng,Ecommerce,Net 15,L. van Wyk
CUST01668,Andrews-Nash,Enterprise,KwaZulu-Natal,Distributor,COD,N. Dlamini
CUST01669,Smith Trading,SMB,Free State,Wholesale,Net 45,A. Petersen
CUST01670,Snyder Trading,Mid-Market,Eastern Cape,Retail,Net 30,N. Dlamini
CUST01671,Sanders Trading,SMB,Free State,Distributor,COD,L. van Wyk
CUST01672,Acosta Trading,SMB,Limpopo,Wholesale,COD,T. Mokoena
CUST01673,Perry Trading,Mid-Market,Free State,Retail,Net 15,A. Petersen
CUST01674,Howard Trading,Mid-Market,Western Cape,Ecommerce,Net 60,L. van Wyk
CUST01675,Anderson Trading,SMB,Limpopo,Wholesale,Net 15,T. Mokoena
CUST01676,Matthews Trading,SMB,Western Cape,Wholesale,Net 60,L. van Wyk
CUST01677,Moore-Fischer,Key Account,Free State,Distributor,COD,N. Dlamini
CUST01678,Riggs PLC,Enterprise,Free State,Ecommerce,Net 15,N. Dlamini
CUST01679,Jimenez Trading,SMB,Eastern Cape,Ecommerce,Net 60,T. Mokoena
CUST01680,Manning-Richards,Enterprise,Eastern Cape,Ecommerce,Net 15,A. Petersen
CUST01681,Stewart PLC,Enterprise,KwaZulu-Natal,Retail,Net 15,A. Petersen
CUST01682,Walter Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,N. Dlamini
CUST01683,Davidson-Hoffman,Enterprise,Limpopo,Ecommerce,Net 45,S. Naidoo
CUST01684,Guzman Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 30,L. van Wyk
CUST01685,Morris Trading,SMB,Limpopo,Ecommerce,Net 30,S. Naidoo
CUST01686,Rivera Trading,SMB,Free State,Ecommerce,COD,S. Naidoo
CUST01687,Ramirez Trading,Mid-Market,Gauteng,Distributor,COD,N. Dlamini
CUST01688,Watson Trading,Mid-Market,Eastern Cape,Distributor,Net 45,A. Petersen
CUST01689,Swanson Trading,SMB,Limpopo,Retail,Net 60,N. Dlamini
CUST01690,Tyler LLC,Enterprise,Limpopo,Distributor,COD,T. Mokoena
CUST01691,Warren Group,Key Account,Eastern Cape,Ecommerce,Net 45,S. Naidoo
CUST01692,Mathis Ltd,Enterprise,Limpopo,Retail,COD,L. van Wyk
CUST01693,Thompson Trading,SMB,Western Cape,Distributor,COD,S. Naidoo
CUST01694,Carrillo Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,N. Dlamini
CUST01695,White-Taylor,Enterprise,Limpopo,Ecommerce,Net 15,S. Naidoo
CUST01696,Ellis-Fisher,Key Account,KwaZulu-Natal,Retail,Net 30,L. van Wyk
CUST01697,Crawford Group,Enterprise,Limpopo,Wholesale,COD,S. Naidoo
CUST01698,George Inc,Key Account,Limpopo,Distributor,COD,T. Mokoena
CUST01699,Nelson Trading,Mid-Market,Eastern Cape,Wholesale,Net 60,S. Naidoo
CUST01700,Burton Trading,Mid-Market,Free State,Wholesale,COD,A. Petersen
CUST01701,Martin Trading,SMB,Gauteng,Wholesale,Net 30,A. Petersen
CUST01702,Baldwin LLC,Enterprise,Free State,Ecommerce,Net 15,N. Dlamini
CUST01703,"Adams, Richardson and Banks",Key Account,Limpopo,Ecommerce,Net 60,L. van Wyk
CUST01704,Smith Trading,SMB,Eastern Cape,Retail,Net 30,L. van Wyk
CUST01705,Perez-Brown,Enterprise,Eastern Cape,Ecommerce,COD,A. Petersen
CUST01706,Davis Trading,SMB,KwaZulu-Natal,Retail,Net 15,N. Dlamini
CUST01707,Li Trading,SMB,Eastern Cape,Distributor,Net 30,N. Dlamini
CUST01708,Sanders Trading,SMB,KwaZulu-Natal,Retail,Net 60,N. Dlamini
CUST01709,Black Ltd,Key Account,Western Cape,Distributor,COD,S. Naidoo
CUST01710,Flores Trading,SMB,KwaZulu-Natal,Ecommerce,COD,N. Dlamini
CUST01711,Mccoy Trading,SMB,Eastern Cape,Retail,Net 60,T. Mokoena
CUST01712,"Wood, Ryan and Hawkins",Enterprise,Western Cape,Retail,Net 45,S. Naidoo
CUST01713,"White, Parks and Morales",Key Account,Gauteng,Ecommerce,Net 60,S. Naidoo
CUST01714,"Barr, Sherman and Cox",Enterprise,Free State,Distributor,COD,L. van Wyk
CUST01715,Jordan Trading,Mid-Market,Gauteng,Retail,COD,L. van Wyk
CUST01716,Merritt Trading,SMB,Limpopo,Retail,Net 15,N. Dlamini
CUST01717,Mendez and Sons,Enterprise,Eastern Cape,Retail,Net 30,A. Petersen
CUST01718,Roman Trading,Mid-Market,Gauteng,Retail,COD,A. Petersen
CUST01719,Ellis Trading,SMB,Eastern Cape,Distributor,COD,A. Petersen
CUST01720,Castro Trading,Mid-Market,Western Cape,Retail,Net 45,L. van Wyk
CUST01721,Medina Trading,SMB,Eastern Cape,Retail,Net 30,N. Dlamini
CUST01722,Stephenson Trading,SMB,KwaZulu-Natal,Wholesale,COD,N. Dlamini
CUST01723,Wiggins Trading,SMB,Limpopo,Retail,Net 60,S. Naidoo
CUST01724,Faulkner and Sons,Enterprise,Western Cape,Ecommerce,Net 30,L. van Wyk
CUST01725,Henderson Trading,SMB,Free State,Distributor,Net 15,S. Naidoo
CUST01726,Rogers Trading,SMB,Gauteng,Retail,Net 15,T. Mokoena
CUST01727,Washington Trading,Mid-Market,Free State,Ecommerce,Net 30,A. Petersen
CUST01728,Campbell-King,Enterprise,Western Cape,Wholesale,Net 45,T. Mokoena
CUST01729,Mccoy Trading,Mid-Market,KwaZulu-Natal,Ecommerce,COD,A. Petersen
CUST01730,Bowman Trading,Mid-Market,Limpopo,Wholesale,COD,S. Naidoo
CUST01731,Stokes Trading,SMB,Free State,Retail,Net 45,T. Mokoena
CUST01732,Mason Trading,SMB,Western Cape,Wholesale,COD,T. Mokoena
CUST01733,Reed Trading,SMB,Eastern Cape,Distributor,Net 60,T. Mokoena
CUST01734,"Williams, Wolfe and Brooks",Enterprise,Free State,Ecommerce,Net 60,T. Mokoena
CUST01735,Green Trading,SMB,Western Cape,Retail,Net 45,N. Dlamini
CUST01736,Aguilar Trading,SMB,Gauteng,Wholesale,Net 15,L. van Wyk
CUST01737,Miller Trading,Mid-Market,Western Cape,Distributor,Net 30,L. van Wyk
CUST01738,Harrison Trading,SMB,Western Cape,Retail,Net 30,N. Dlamini
CUST01739,Herrera Trading,SMB,Gauteng,Retail,Net 15,T. Mokoena
CUST01740,Clark Trading,SMB,Limpopo,Ecommerce,COD,N. Dlamini
CUST01741,Curry Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,T. Mokoena
CUST01742,Marquez Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 15,S. Naidoo
CUST01743,Harper Trading,SMB,KwaZulu-Natal,Retail,COD,S. Naidoo
CUST01744,Berry Trading,SMB,Gauteng,Ecommerce,Net 15,T. Mokoena
CUST01745,Thompson Trading,SMB,KwaZulu-Natal,Ecommerce,Net 15,A. Petersen
CUST01746,Rhodes-Hogan,Key Account,Free State,Distributor,COD,N. Dlamini
CUST01747,Allen Trading,SMB,Western Cape,Wholesale,Net 15,A. Petersen
CUST01748,Washington Trading,SMB,KwaZulu-Natal,Ecommerce,Net 60,L. van Wyk
CUST01749,Sims Group,Key Account,Western Cape,Retail,Net 60,A. Petersen
CUST01750,Lee Trading,SMB,Free State,Ecommerce,Net 15,T. Mokoena
CUST01751,Berg Trading,SMB,Limpopo,Ecommerce,Net 15,A. Petersen
CUST01752,Gonzalez-Wallace,Key Account,Eastern Cape,Wholesale,COD,L. van Wyk
CUST01753,Young Trading,Mid-Market,Free State,Retail,Net 15,A. Petersen
CUST01754,Henry Trading,SMB,Limpopo,Ecommerce,Net 45,A. Petersen
CUST01755,Jackson Trading,SMB,KwaZulu-Natal,Ecommerce,Net 60,L. van Wyk
CUST01756,Vega Trading,Mid-Market,Eastern Cape,Distributor,Net 30,A. Petersen
CUST01757,Salinas Trading,SMB,Free State,Retail,Net 15,S. Naidoo
CUST01758,Guzman PLC,Enterprise,Eastern Cape,Wholesale,Net 45,S. Naidoo
CUST01759,Grant Trading,SMB,Eastern Cape,Wholesale,Net 30,T. Mokoena
CUST01760,Hall Trading,Mid-Market,Western Cape,Retail,Net 30,L. van Wyk
CUST01761,Watkins Trading,SMB,Western Cape,Retail,Net 45,A. Petersen
CUST01762,Meadows Trading,Mid-Market,Eastern Cape,Distributor,Net 45,L. van Wyk
CUST01763,Norman Trading,SMB,Eastern Cape,Ecommerce,Net 30,L. van Wyk
CUST01764,Riley Trading,SMB,Eastern Cape,Wholesale,Net 30,N. Dlamini
CUST01765,Dean Trading,SMB,Gauteng,Ecommerce,Net 60,A. Petersen
CUST01766,Murphy Trading,SMB,Gauteng,Ecommerce,Net 15,N. Dlamini
CUST01767,Brown Trading,SMB,KwaZulu-Natal,Retail,Net 60,S. Naidoo
CUST01768,Kent Trading,SMB,Limpopo,Ecommerce,Net 30,T. Mokoena
CUST01769,Mckinney Trading,Mid-Market,Limpopo,Ecommerce,Net 15,A. Petersen
CUST01770,Kim Ltd,Key Account,Limpopo,Ecommerce,COD,T. Mokoena
CUST01771,Carter Trading,SMB,KwaZulu-Natal,Distributor,Net 45,A. Petersen
CUST01772,Dalton Trading,Mid-Market,Gauteng,Distributor,Net 60,S. Naidoo
CUST01773,Rice-Richardson,Enterprise,Western Cape,Wholesale,Net 15,L. van Wyk
CUST01774,Robinson Trading,SMB,Free State,Distributor,Net 45,T. Mokoena
CUST01775,Fuller Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 45,L. van Wyk
CUST01776,King Trading,SMB,Eastern Cape,Retail,Net 30,S. Naidoo
CUST01777,Williams Trading,Mid-Market,Western Cape,Ecommerce,COD,L. van Wyk
CUST01778,"Leon, Howard and Wright",Enterprise,KwaZulu-Natal,Ecommerce,Net 15,L. van Wyk
CUST01779,Jordan Trading,SMB,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST01780,Clark Trading,SMB,Gauteng,Wholesale,Net 15,T. Mokoena
CUST01781,Phillips Trading,Mid-Market,Free State,Distributor,Net 45,S. Naidoo
CUST01782,Vargas LLC,Enterprise,Gauteng,Distributor,Net 15,L. van Wyk
CUST01783,Campbell Trading,SMB,Free State,Distributor,Net 30,N. Dlamini
CUST01784,Wiley Trading,SMB,Limpopo,Wholesale,COD,A. Petersen
CUST01785,Young Trading,SMB,Western Cape,Wholesale,COD,L. van Wyk
CUST01786,Jensen Trading,SMB,Western Cape,Ecommerce,Net 60,N. Dlamini
CUST01787,Deleon Trading,SMB,KwaZulu-Natal,Retail,Net 15,T. Mokoena
CUST01788,Bishop-Sherman,Enterprise,Eastern Cape,Distributor,Net 15,N. Dlamini
CUST01789,Hensley Trading,SMB,Eastern Cape,Distributor,COD,L. van Wyk
CUST01790,Johnston-Stone,Key Account,Western Cape,Wholesale,Net 15,T. Mokoena
CUST01791,Shelton Trading,SMB,Limpopo,Distributor,Net 15,A. Petersen
CUST01792,Martinez Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 60,L. van Wyk
CUST01793,Decker Trading,SMB,Gauteng,Wholesale,Net 45,N. Dlamini
CUST01794,Watson and Sons,Enterprise,Free State,Wholesale,Net 60,T. Mokoena
CUST01795,Campbell Group,Enterprise,Eastern Cape,Distributor,Net 45,A. Petersen
CUST01796,Blackwell Trading,SMB,Gauteng,Ecommerce,Net 45,T. Mokoena
CUST01797,Andrade Trading,Mid-Market,Limpopo,Ecommerce,Net 45,A. Petersen
CUST01798,Munoz-Hogan,Enterprise,Western Cape,Distributor,Net 15,S. Naidoo
CUST01799,"Mcclure, Bradley and Lee",Enterprise,Limpopo,Distributor,Net 45,L. van Wyk
CUST01800,Watson PLC,Enterprise,Western Cape,Retail,Net 45,N. Dlamini
